,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Subtotal,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
498,148-82-2527,C,NAYPYITAW,Member,Female,Home and lifestyle,12.12,10,121.2,6.06,256.7775,03/05/2019,13:44,Credit card,121.2,4.761904762,6.06,8.4
499,437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,199.78,9.989,256.41,2/26/2019,11:48,Ewallet,199.78,4.761904762,9.989,7.1
500,632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,607.36,30.368,255.1815,3/20/2019,14:14,Cash,607.36,4.761904762,30.368,5.5
501,556-97-7101,C,NAYPYITAW,Normal,Female,Electronic accessories,63.22,2,126.44,6.322,255.15,01/01/2019,15:51,Cash,126.44,4.761904762,6.322,8.5
502,862-59-8517,C,NAYPYITAW,Normal,Female,Food and beverages,90.24,6,541.44,27.072,254.016,1/27/2019,11:17,Cash,541.44,4.761904762,27.072,6.2
503,401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,98.13,4.9065,253.68,1/21/2019,17:36,Cash,98.13,4.761904762,4.9065,8.9
504,420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,412.16,20.608,253.512,02/02/2019,15:47,Cash,412.16,4.761904762,20.608,9.6
505,277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,73.97,3.6985,253.26,02/03/2019,15:53,Credit card,73.97,4.761904762,3.6985,5.4
506,573-98-8548,C,NAYPYITAW,Member,Female,Fashion accessories,31.9,1,31.9,1.595,253.008,01/05/2019,12:40,Ewallet,31.9,4.761904762,1.595,9.1
507,620-02-2046,C,NAYPYITAW,Normal,Male,Home and lifestyle,69.4,2,138.8,6.94,252.756,1/27/2019,19:48,Ewallet,138.8,4.761904762,6.94,9
508,282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,186.62,9.331,252.252,3/25/2019,17:53,Cash,186.62,4.761904762,9.331,6.3
509,511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,88.45,4.4225,252.042,2/25/2019,16:36,Credit card,88.45,4.761904762,4.4225,9.5
510,726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,193.44,9.672,251.7165,1/28/2019,20:54,Ewallet,193.44,4.761904762,9.672,9.8
511,387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,145.5,7.275,250.7085,01/08/2019,12:50,Cash,145.5,4.761904762,7.275,6.7
512,862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,504.3,25.215,250.278,1/29/2019,10:48,Credit card,504.3,4.761904762,25.215,7.7
513,291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,306.45,15.3225,248.409,3/29/2019,14:28,Cash,306.45,4.761904762,15.3225,7
514,602-80-9671,C,NAYPYITAW,Member,Female,Home and lifestyle,15.95,6,95.7,4.785,247.8735,02/09/2019,17:15,Credit card,95.7,4.761904762,4.785,5.1
515,347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,635.18,31.759,247.59,1/16/2019,18:03,Credit card,635.18,4.761904762,31.759,6.2
516,209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,214.55,10.7275,246.6765,01/05/2019,17:29,Ewallet,214.55,4.761904762,10.7275,6.1
517,595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,379.96,18.998,246.4875,1/27/2019,18:05,Ewallet,379.96,4.761904762,18.998,9.3
518,189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,696.85,34.8425,244.23,3/14/2019,12:07,Cash,696.85,4.761904762,34.8425,7.6
519,503-07-0930,C,NAYPYITAW,Member,Male,Sports and travel,58.39,7,408.73,20.4365,242.676,2/23/2019,19:49,Credit card,408.73,4.761904762,20.4365,8.2
520,413-20-6708,C,NAYPYITAW,Member,Female,Fashion accessories,51.47,1,51.47,2.5735,241.458,3/18/2019,15:52,Ewallet,51.47,4.761904762,2.5735,8.5
521,425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,274.3,13.715,240.975,3/29/2019,16:48,Ewallet,274.3,4.761904762,13.715,9.8
522,521-18-7827,C,NAYPYITAW,Member,Male,Home and lifestyle,39.39,5,196.95,9.8475,239.589,1/22/2019,20:46,Credit card,196.95,4.761904762,9.8475,8.7
523,220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,69.46,3.473,239.4,03/01/2019,18:14,Ewallet,69.46,4.761904762,3.473,9.7
524,600-38-9738,C,NAYPYITAW,Member,Male,Sports and travel,71.92,5,359.6,17.98,237.426,1/17/2019,15:05,Credit card,359.6,4.761904762,17.98,4.3
525,734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,137.13,6.8565,236.88,3/26/2019,10:34,Credit card,137.13,4.761904762,6.8565,7.7
526,451-28-5717,C,NAYPYITAW,Member,Female,Home and lifestyle,83.17,6,499.02,24.951,235.872,3/20/2019,11:23,Cash,499.02,4.761904762,24.951,7.3
527,609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,224.64,11.232,235.746,02/06/2019,13:55,Credit card,224.64,4.761904762,11.232,5.9
528,133-14-7229,C,NAYPYITAW,Normal,Male,Health and beauty,62.87,2,125.74,6.287,235.683,01/01/2019,11:43,Cash,125.74,4.761904762,6.287,5
529,534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,490.26,24.513,235.2105,1/27/2019,14:36,Credit card,490.26,4.761904762,24.513,8
530,719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,457.05,22.8525,234.0975,2/25/2019,16:03,Ewallet,457.05,4.761904762,22.8525,7.1
531,286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,156.84,7.842,233.52,1/16/2019,20:03,Credit card,156.84,4.761904762,7.842,9
532,339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,119.72,5.986,233.226,1/13/2019,14:55,Ewallet,119.72,4.761904762,5.986,6.7
533,827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,543.6,27.18,233.1,02/07/2019,11:28,Credit card,543.6,4.761904762,27.18,6.1
534,827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,882.81,44.1405,232.638,2/17/2019,19:41,Cash,882.81,4.761904762,44.1405,9.3
535,287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,152.58,7.629,232.155,02/12/2019,19:01,Ewallet,152.58,4.761904762,7.629,7
536,435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,693.44,34.672,231.2415,1/24/2019,18:04,Credit card,693.44,4.761904762,34.672,7.2
537,857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,229.5,11.475,229.11,02/06/2019,19:20,Ewallet,229.5,4.761904762,11.475,8.2
538,236-27-1144,C,NAYPYITAW,Normal,Female,Food and beverages,16.31,9,146.79,7.3395,228.123,3/26/2019,10:31,Ewallet,146.79,4.761904762,7.3395,8.4
539,892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,141.6,7.08,226.065,03/11/2019,13:28,Ewallet,141.6,4.761904762,7.08,6.2
540,583-41-4548,C,NAYPYITAW,Normal,Male,Home and lifestyle,16.67,7,116.69,5.8345,225.792,02/07/2019,11:36,Ewallet,116.69,4.761904762,5.8345,7.4
541,339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,73.96,3.698,225.2775,01/05/2019,11:32,Credit card,73.96,4.761904762,3.698,5
542,643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,97.94,4.897,225.015,03/07/2019,11:44,Ewallet,97.94,4.761904762,4.897,6.9
543,308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,292.2,14.61,224.4375,2/25/2019,17:16,Credit card,292.2,4.761904762,14.61,4.9
544,358-88-9262,C,NAYPYITAW,Member,Female,Food and beverages,87.48,6,524.88,26.244,223.587,02/01/2019,18:43,Ewallet,524.88,4.761904762,26.244,5.1
545,460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,92.04,4.602,223.0725,1/22/2019,11:00,Ewallet,92.04,4.761904762,4.602,9.1
546,343-87-0864,C,NAYPYITAW,Member,Male,Health and beauty,75.88,1,75.88,3.794,222.138,01/03/2019,10:30,Credit card,75.88,4.761904762,3.794,7.1
547,173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,80.72,4.036,221.886,2/13/2019,12:14,Credit card,80.72,4.761904762,4.036,5
548,243-47-2663,C,NAYPYITAW,Member,Male,Electronic accessories,18.77,6,112.62,5.631,218.0745,1/28/2019,16:43,Credit card,112.62,4.761904762,5.631,5.5
549,841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,71.2,3.56,218.0115,01/05/2019,20:40,Credit card,71.2,4.761904762,3.56,9.2
550,701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,155.24,7.762,217.6335,3/19/2019,13:40,Ewallet,155.24,4.761904762,7.762,4.9
551,647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,294.2,14.71,217.6335,01/12/2019,16:23,Ewallet,294.2,4.761904762,14.71,8.9
552,541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,548.55,27.4275,217.2555,01/07/2019,12:08,Credit card,548.55,4.761904762,27.4275,6
553,539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,257.7,12.885,217.182,1/26/2019,17:45,Cash,257.7,4.761904762,12.885,4.2
554,213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,396.36,19.818,216.846,1/23/2019,10:28,Cash,396.36,4.761904762,19.818,7.3
555,747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,171.81,8.5905,216.846,02/09/2019,20:31,Ewallet,171.81,4.761904762,8.5905,6.5
556,582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,488.79,24.4395,216.6885,2/22/2019,10:49,Cash,488.79,4.761904762,24.4395,8.9
557,210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,524.16,26.208,216.4365,02/05/2019,12:34,Cash,524.16,4.761904762,26.208,9.7
558,399-69-4630,C,NAYPYITAW,Normal,Male,Electronic accessories,22.21,6,133.26,6.663,214.998,03/07/2019,10:23,Credit card,133.26,4.761904762,6.663,8.6
559,134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,135.24,6.762,214.935,3/25/2019,18:51,Cash,135.24,4.761904762,6.762,6.9
560,356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,112.44,5.622,214.746,1/20/2019,13:45,Credit card,112.44,4.761904762,5.622,7.7
561,198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,144.08,7.204,214.137,02/04/2019,19:38,Cash,144.08,4.761904762,7.204,9.5
562,283-26-5248,C,NAYPYITAW,Member,Female,Food and beverages,98.52,10,985.2,49.26,213.528,1/30/2019,20:23,Ewallet,985.2,4.761904762,49.26,4.5
563,712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,249.96,12.498,212.7825,01/02/2019,15:24,Ewallet,249.96,4.761904762,12.498,5.6
564,218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,217.26,10.863,212.73,3/29/2019,16:54,Ewallet,217.26,4.761904762,10.863,8.2
565,174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,194.22,9.711,212.688,3/14/2019,12:32,Cash,194.22,4.761904762,9.711,7.3
566,866-99-7614,C,NAYPYITAW,Normal,Male,Food and beverages,89.2,10,892,44.6,211.365,02/11/2019,15:42,Credit card,892,4.761904762,44.6,4.4
567,134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,339.36,16.968,210.966,1/30/2019,13:58,Ewallet,339.36,4.761904762,16.968,5.7
568,760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,447.06,22.353,209.769,3/20/2019,15:08,Ewallet,447.06,4.761904762,22.353,5
569,514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,198.5,9.925,209.622,3/20/2019,13:02,Cash,198.5,4.761904762,9.925,9
570,698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,812.1,40.605,209.559,1/17/2019,13:01,Credit card,812.1,4.761904762,40.605,6.3
571,718-57-9773,C,NAYPYITAW,Normal,Female,Sports and travel,49.33,10,493.3,24.665,209.118,02/03/2019,16:40,Credit card,493.3,4.761904762,24.665,9.4
572,651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,591.66,29.583,208.6875,01/01/2019,13:55,Cash,591.66,4.761904762,29.583,7.7
573,241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,559.02,27.951,208.677,01/10/2019,10:33,Credit card,559.02,4.761904762,27.951,5.5
574,408-26-9866,C,NAYPYITAW,Normal,Female,Sports and travel,73.98,7,517.86,25.893,208.425,03/02/2019,16:42,Ewallet,517.86,4.761904762,25.893,4.1
575,834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,410.2,20.51,208.089,2/25/2019,17:16,Credit card,410.2,4.761904762,20.51,7.6
576,343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,266.7,13.335,207.858,1/29/2019,11:48,Cash,266.7,4.761904762,13.335,8.6
577,239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,70.91,3.5455,207.585,03/10/2019,19:35,Ewallet,70.91,4.761904762,3.5455,8.3
578,355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,144.78,7.239,207.48,1/13/2019,19:55,Credit card,144.78,4.761904762,7.239,8.1
579,550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,429.55,21.4775,206.808,3/22/2019,14:33,Credit card,429.55,4.761904762,21.4775,8.6
580,339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,569.17,28.4585,206.7975,03/01/2019,19:49,Ewallet,569.17,4.761904762,28.4585,6.3
581,458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,241.2,12.06,206.43,2/20/2019,18:43,Cash,241.2,4.761904762,12.06,5.8
582,592-34-6155,C,NAYPYITAW,Normal,Male,Food and beverages,31.77,4,127.08,6.354,205.317,1/14/2019,14:43,Ewallet,127.08,4.761904762,6.354,6.2
583,797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,257.08,12.854,204.6975,3/26/2019,13:54,Cash,257.08,4.761904762,12.854,7.7
584,207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,139.02,6.951,204.246,03/01/2019,12:15,Ewallet,139.02,4.761904762,6.951,8.1
585,390-31-6381,C,NAYPYITAW,Normal,Male,Food and beverages,27.22,3,81.66,4.083,203.931,01/07/2019,12:37,Cash,81.66,4.761904762,4.083,7.3
586,443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,310.72,15.536,203.553,02/01/2019,19:54,Cash,310.72,4.761904762,15.536,8.4
587,339-18-7061,C,NAYPYITAW,Member,Female,Fashion accessories,92.98,2,185.96,9.298,203.175,2/13/2019,15:06,Credit card,185.96,4.761904762,9.298,8
588,359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,72.32,3.616,203.112,1/14/2019,18:03,Credit card,72.32,4.761904762,3.616,9.5
589,375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,189.18,9.459,202.818,1/19/2019,15:58,Ewallet,189.18,4.761904762,9.459,7
590,127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,206.84,10.342,202.335,03/09/2019,13:53,Credit card,206.84,4.761904762,10.342,9.8
591,278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,157.02,7.851,200.214,3/27/2019,14:03,Cash,157.02,4.761904762,7.851,9.2
592,695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,215.3,10.765,198.996,02/04/2019,16:38,Ewallet,215.3,4.761904762,10.765,7.7
593,379-17-6588,C,NAYPYITAW,Normal,Male,Fashion accessories,59.61,10,596.1,29.805,198.639,3/14/2019,11:07,Cash,596.1,4.761904762,29.805,5.3
594,227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,73.1,3.655,197.925,03/04/2019,12:23,Cash,73.1,4.761904762,3.655,4.4
595,302-15-2162,C,NAYPYITAW,Member,Male,Health and beauty,46.53,6,279.18,13.959,196.14,03/03/2019,10:54,Credit card,279.18,4.761904762,13.959,4.3
596,788-07-8452,C,NAYPYITAW,Member,Female,Home and lifestyle,24.24,7,169.68,8.484,195.951,1/27/2019,17:38,Ewallet,169.68,4.761904762,8.484,9.4
597,560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,45.58,2.279,195.72,02/07/2019,14:13,Cash,45.58,4.761904762,2.279,9.8
598,880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,225.6,11.28,195.678,02/05/2019,11:51,Ewallet,225.6,4.761904762,11.28,4.8
599,585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,290.4,14.52,195.594,3/15/2019,13:05,Cash,290.4,4.761904762,14.52,5.3
600,470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,44.46,2.223,195.258,03/01/2019,11:30,Credit card,44.46,4.761904762,2.223,8.7
601,152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,156.6,7.83,195.174,2/15/2019,13:30,Credit card,156.6,4.761904762,7.83,9.5
602,123-35-4896,C,NAYPYITAW,Normal,Female,Sports and travel,46.66,9,419.94,20.997,194.985,2/17/2019,19:11,Ewallet,419.94,4.761904762,20.997,5.3
603,258-69-7810,C,NAYPYITAW,Normal,Female,Fashion accessories,36.85,5,184.25,9.2125,194.124,1/26/2019,18:53,Cash,184.25,4.761904762,9.2125,9.2
604,334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,140.64,7.032,193.4625,3/24/2019,14:22,Ewallet,140.64,4.761904762,7.032,9.6
605,219-61-4139,C,NAYPYITAW,Normal,Male,Electronic accessories,83.08,1,83.08,4.154,193.074,1/23/2019,17:16,Ewallet,83.08,4.761904762,4.154,6.4
606,881-41-7302,C,NAYPYITAW,Normal,Female,Fashion accessories,64.99,1,64.99,3.2495,193.011,1/26/2019,10:06,Credit card,64.99,4.761904762,3.2495,4.5
607,373-09-4567,C,NAYPYITAW,Normal,Male,Food and beverages,77.56,10,775.6,38.78,192.843,3/14/2019,20:35,Ewallet,775.6,4.761904762,38.78,6.9
608,642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,327.06,16.353,191.247,3/17/2019,13:54,Ewallet,327.06,4.761904762,16.353,7.8
609,484-22-8230,C,NAYPYITAW,Member,Female,Fashion accessories,51.89,7,363.23,18.1615,190.596,01/08/2019,20:08,Cash,363.23,4.761904762,18.1615,4.5
610,830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,127,6.35,190.4805,02/08/2019,15:26,Cash,127,4.761904762,6.35,8.6
611,559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,375.55,18.7775,190.155,02/10/2019,12:56,Ewallet,375.55,4.761904762,18.7775,5.2
612,544-32-5024,C,NAYPYITAW,Member,Female,Food and beverages,49.79,4,199.16,9.958,189.0945,3/28/2019,19:16,Credit card,199.16,4.761904762,9.958,6.4
613,318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,30.61,1.5305,189.0945,1/23/2019,12:20,Ewallet,30.61,4.761904762,1.5305,5.2
614,349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,115.78,5.789,188.0025,1/17/2019,10:37,Ewallet,115.78,4.761904762,5.789,8.9
615,421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,28.96,1.448,187.866,02/07/2019,10:18,Credit card,28.96,4.761904762,1.448,6.2
616,277-35-5865,C,NAYPYITAW,Member,Female,Food and beverages,98.97,9,890.73,44.5365,187.32,03/09/2019,11:23,Cash,890.73,4.761904762,44.5365,6.7
617,789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,279.66,13.983,186.228,1/24/2019,11:45,Cash,279.66,4.761904762,13.983,7.2
618,284-54-4231,C,NAYPYITAW,Member,Male,Sports and travel,80.93,1,80.93,4.0465,185.367,1/19/2019,16:08,Credit card,80.93,4.761904762,4.0465,9
619,443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,674.5,33.725,185.094,02/03/2019,11:25,Ewallet,674.5,4.761904762,33.725,4.2
620,509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,348.48,17.424,184.107,3/20/2019,12:24,Ewallet,348.48,4.761904762,17.424,4.2
621,327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,435.6,21.78,184.086,1/13/2019,19:51,Cash,435.6,4.761904762,21.78,6.9
622,840-19-2096,C,NAYPYITAW,Member,Male,Electronic accessories,87.91,5,439.55,21.9775,183.645,3/14/2019,18:10,Ewallet,439.55,4.761904762,21.9775,4.4
623,828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,591.18,29.559,183.12,1/23/2019,11:22,Credit card,591.18,4.761904762,29.559,4
624,641-96-3695,C,NAYPYITAW,Member,Female,Fashion accessories,43.46,6,260.76,13.038,183.036,02/07/2019,17:55,Ewallet,260.76,4.761904762,13.038,8.5
625,420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,215.04,10.752,182.952,3/28/2019,15:30,Credit card,215.04,4.761904762,10.752,9.2
626,436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,91.61,4.5805,182.91,3/20/2019,19:44,Cash,91.61,4.761904762,4.5805,9.8
627,670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,662.13,33.1065,182.427,1/17/2019,15:27,Credit card,662.13,4.761904762,33.1065,4.9
628,852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,832.5,41.625,181.881,01/12/2019,11:25,Credit card,832.5,4.761904762,41.625,4.4
629,598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,91.35,4.5675,181.818,2/16/2019,15:42,Cash,91.35,4.761904762,4.5675,6.8
630,135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,157.76,7.888,181.44,1/26/2019,16:04,Cash,157.76,4.761904762,7.888,9.1
631,816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,121.74,6.087,181.0725,03/09/2019,12:37,Ewallet,121.74,4.761904762,6.087,8.7
632,628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,825.8,41.29,180.873,3/14/2019,14:41,Cash,825.8,4.761904762,41.29,5
633,856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,159.9,7.995,180.621,1/25/2019,14:19,Ewallet,159.9,4.761904762,7.995,7.5
634,308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,12.09,0.6045,180.6,1/26/2019,18:19,Credit card,12.09,4.761904762,0.6045,8.2
635,149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,641.9,32.095,180.4005,1/19/2019,14:08,Credit card,641.9,4.761904762,32.095,6.7
636,655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,234.93,11.7465,178.164,03/05/2019,16:38,Ewallet,234.93,4.761904762,11.7465,5.4
637,589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,167.54,8.377,177.408,1/15/2019,10:54,Credit card,167.54,4.761904762,8.377,7
638,420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,299.1,14.955,176.925,3/18/2019,11:29,Ewallet,299.1,4.761904762,14.955,4.7
639,182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,239.73,11.9865,176.4,3/20/2019,19:28,Credit card,239.73,4.761904762,11.9865,5
640,188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,664.7,33.235,175.917,1/15/2019,15:01,Credit card,664.7,4.761904762,33.235,5
641,610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,202.65,10.1325,175.917,03/03/2019,20:31,Credit card,202.65,4.761904762,10.1325,6
642,318-81-2368,C,NAYPYITAW,Normal,Female,Electronic accessories,46.2,1,46.2,2.31,175.14,3/19/2019,12:16,Cash,46.2,4.761904762,2.31,6.3
643,364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,88.15,4.4075,175.0455,03/08/2019,15:27,Cash,88.15,4.761904762,4.4075,8.5
644,665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,157.26,7.863,175.035,2/27/2019,17:36,Ewallet,157.26,4.761904762,7.863,7.5
645,695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,296.37,14.8185,175.014,2/23/2019,20:00,Ewallet,296.37,4.761904762,14.8185,6.4
646,155-45-3814,C,NAYPYITAW,Member,Female,Electronic accessories,88.55,8,708.4,35.42,174.615,3/19/2019,15:29,Ewallet,708.4,4.761904762,35.42,4.7
647,794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,111.34,5.567,174.3,3/27/2019,15:08,Ewallet,111.34,4.761904762,5.567,6
648,131-15-8856,C,NAYPYITAW,Member,Female,Food and beverages,72.52,8,580.16,29.008,173.208,3/30/2019,19:26,Credit card,580.16,4.761904762,29.008,4
649,273-84-2164,C,NAYPYITAW,Member,Male,Electronic accessories,12.05,5,60.25,3.0125,172.746,2/16/2019,15:53,Ewallet,60.25,4.761904762,3.0125,5.5
650,706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,174.24,8.712,172.494,1/18/2019,18:43,Ewallet,174.24,4.761904762,8.712,8.7
651,778-89-7974,C,NAYPYITAW,Normal,Male,Health and beauty,70.21,6,421.26,21.063,172.2105,3/30/2019,14:58,Cash,421.26,4.761904762,21.063,7.4
652,574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,33.63,1.6815,172.011,3/20/2019,19:55,Cash,33.63,4.761904762,1.6815,5.6
653,859-71-0933,C,NAYPYITAW,Member,Female,Sports and travel,15.49,2,30.98,1.549,171.7275,1/16/2019,15:10,Cash,30.98,4.761904762,1.549,6.3
654,740-11-5257,C,NAYPYITAW,Normal,Male,Electronic accessories,24.74,10,247.4,12.37,170.877,2/24/2019,16:44,Cash,247.4,4.761904762,12.37,7.1
655,369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,378.3,18.915,169.3125,1/15/2019,18:22,Ewallet,378.3,4.761904762,18.915,7.8
656,563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,334.86,16.743,168.21,1/22/2019,11:52,Cash,334.86,4.761904762,16.743,9.9
657,742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,727.8,36.39,167.895,02/03/2019,17:24,Cash,727.8,4.761904762,36.39,7.3
658,149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,335.88,16.794,167.58,03/06/2019,15:31,Ewallet,335.88,4.761904762,16.794,5.1
659,133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,240.72,12.036,167.034,2/16/2019,18:04,Credit card,240.72,4.761904762,12.036,9.4
660,169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,47.07,2.3535,166.635,3/14/2019,14:13,Credit card,47.07,4.761904762,2.3535,5.8
661,250-81-7186,C,NAYPYITAW,Normal,Female,Electronic accessories,99.69,1,99.69,4.9845,166.236,2/27/2019,10:23,Credit card,99.69,4.761904762,4.9845,8
662,562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,264.45,13.2225,166.1625,1/18/2019,10:11,Ewallet,264.45,4.761904762,13.2225,7.9
